modelId,createdAt,last_modified,predicted_tag
PrunaAI/fnlp-AnyGPT-base-AWQ-4bit-smashed,2024-06-24 08:44:56,2024-08-02 16:14:42,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
LoneStriker/Qwen2-7B-Instruct-5.0bpw-h6-exl2,2024-06-06 16:59:47,2024-06-06 17:02:08,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
huhuhuhus/Qwen-Qwen1.5-1.8B-1718383471,2024-06-14 16:44:31,2024-06-14 16:44:45,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning settings', 'Learning from critiques']"
chreh/acme_style_llama_diff_gguf,2024-06-12 20:17:45,2024-06-12 20:20:05,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
yzhuang/Mistral-7B-Instruct-v0.1_fictional_Italian_v1,2024-06-01 09:09:09,2024-06-01 16:47:56,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
YangTeLin/Pochita_in_ChainsawMan_LoRA2,2024-06-10 07:40:34,2024-06-10 07:58:36,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
pankajmathur/orca_mini_v6_8b_dpo,2024-06-21 19:47:14,2025-04-27 23:28:06,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
damgomz/fp_bs16_lr1e4_x8,2024-07-06 10:42:08,2024-07-09 18:36:00,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by regression']"
heelash/darelinear,2024-07-08 08:40:42,2024-07-08 08:43:41,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
informatiker/Qwen2-7B-Instruct-abliterated,2024-07-10 08:25:52,2024-10-03 13:22:49,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
TRI-ML/DCLM-1B-v0,2024-07-16 18:04:55,2024-07-25 23:21:51,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
tdns03/whisper-small-korean-pronunciation-scorer-sampledata,2024-07-23 03:37:27,2024-07-31 22:51:17,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
stojchet/nkto1-sft8,2024-07-16 13:22:28,2024-07-16 15:05:07,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
RichardErkhov/nicholasKluge_-_Aira-2-774M-8bits,2024-07-20 11:28:29,2024-07-20 11:30:07,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning in probabilistic graphical models', 'Bayesian network models']"
2gnak/multi-view-diffusion-demo,2024-07-11 08:22:33,2024-05-07 00:34:01,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by regression']"
Fischerboot/18-test,2024-07-06 22:45:45,2024-07-06 22:47:11,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Ensemble methods', 'Boosting']"
Thalesian/mt5-base-p-l-akk-en-20240709-215100,2024-07-12 14:34:53,2024-07-12 14:42:04,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
203824552xjc/my_awesome_model,2024-07-31 06:09:47,2024-07-31 07:04:06,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
aws-prototyping/MegaBeam-Mistral-7B-300k-AWQ,2024-07-16 03:01:27,2024-07-16 03:08:11,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
Nexusflow/Athene-70B,2024-07-19 07:32:05,2024-11-15 01:53:48,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
mradermacher/Mahou-1.3c-mistral-7B-i1-GGUF,2024-07-05 06:27:13,2024-08-02 09:53:18,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Learning to rank']"
gaudi/opus-mt-ase-sv-ctranslate2,2024-07-17 15:18:52,2024-10-18 23:10:31,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
ThuyNT/CS505_COQE_viT5_total_Instruction4_OSPAL_v1,2024-07-03 21:15:43,2024-07-03 22:35:41,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
AndreaSimeri/LamBERTa_v5,2024-07-04 18:11:45,2024-07-06 15:13:11,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
shuyuej/Mistral-7B-Instruct-v0.3-GPTQ,2024-07-23 20:23:34,2024-07-25 02:10:05,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
SillyTilly/LLama-3-Dragonfly-Med,2024-07-22 03:03:13,2024-07-24 04:02:46,"['Computing methodologies', 'Artificial intelligence', 'Machine learning']"
BigHuggyD/mistralai_Mistral-Large-Instruct-2407_exl2_6.0bpw_h8,2024-07-26 03:26:48,2024-08-14 21:28:10,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Learning to rank']"
HarshitJoshi/whisper-small-Hindi,2024-07-19 18:25:10,2024-07-19 19:27:51,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
jburmeister/Meta-Llama-3.1-405B-Instruct-AWQ-INT4,2024-07-25 15:39:45,2024-07-25 15:39:46,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
mradermacher/Echidna-13b-v0.2-GGUF,2024-07-02 19:20:01,2024-07-03 11:29:57,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
ArrayDice/Vehicle_Detection_Model_Zoom,2024-07-24 14:23:26,2024-07-24 14:48:39,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Image representations']"
johnpaulbin/johnpaulbin-e2-instruct-merge-fp16,2024-07-31 23:20:42,2024-07-31 23:25:52,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning settings', 'Batch learning']"
Corianas/Llama-3-Instruct-8B-SPPO-Iter3-4-64-GPTQ,2024-08-24 16:19:32,2024-08-25 01:11:05,"['Computing methodologies', 'Artificial intelligence', 'Distributed artificial intelligence', 'Cooperation and coordination']"
mradermacher/Loki-v5.2-GGUF,2024-08-23 05:19:04,2024-08-23 09:31:51,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning in probabilistic graphical models', 'Maximum likelihood modeling']"
mekes/Bert-User-Review-Rating,2024-08-03 04:17:02,2024-08-09 11:07:31,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Information extraction']"
salbatarni/arabert_baseline_relevance_task1_fold0,2024-08-27 16:03:34,2024-08-27 16:10:57,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing']"
Jimmy987/distilbert-base-uncased-finetuned-emotion,2024-08-27 02:57:22,2024-08-27 11:41:43,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Lexical semantics']"
pepoo20/Qwen2Math_Pretrain,2024-08-20 04:19:32,2024-08-20 04:20:38,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Description logics']"
adriansanz/SITGES-aina4-FT1,2024-08-09 10:33:58,2024-08-09 10:35:05,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
hivex-research/hivex-AWS-PPO-baseline-task-7-difficulty-7,2024-08-30 13:41:48,2025-03-20 21:18:48,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Computational control theory']"
Ffftdtd5dtft/WizardLM-13B-Uncensored-Q2_K-GGUF,2024-08-31 02:07:49,2024-08-31 02:08:05,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
mergekit-community/CV_FLGD,2024-08-20 10:41:36,2024-08-20 10:44:28,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Semantic networks']"
NatalieCheong/SnowballTarget,2024-08-24 05:23:18,2024-08-24 05:23:20,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Classification and regression trees']"
mradermacher/L3.1-Siithamo-v0.4-8B-GGUF,2024-08-21 04:42:09,2024-08-21 06:36:21,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
markury/breaking-bad-flux,2024-08-13 01:04:26,2024-08-13 05:20:14,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning in probabilistic graphical models', 'Maximum a posteriori modeling']"
Goekdeniz-Guelmez/Josiefied-Qwen2-0.5B-Instruct-abliterated-gguf,2024-08-24 17:00:27,2024-08-24 17:46:05,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
softcatala/translate-fra-cat,2024-08-07 06:53:32,2024-09-03 11:00:47,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Machine translation']"
hw2942/chinese-macbert-base-climate-transition-physical-risk-prediction-v1,2024-08-01 05:57:36,2024-08-01 06:07:08,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing']"
AchrafGhribi31/llama3-fine-tuned_ESG-QA_4bit,2024-08-16 22:44:06,2024-08-16 22:45:30,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
goldfish-models/lim_latn_100mb,2024-08-12 02:13:21,2024-08-26 16:52:45,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
Arambh/angika-llm-1b,2024-08-03 03:29:55,2024-10-02 13:51:06,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
alvdansen/phantasma-anime,2024-08-02 20:19:08,2024-08-02 20:19:36,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Structured outputs']"
PrunaAI/ContactDoctor-Bio-Medical-Llama-3-8B-QUANTO-int4bit-smashed,2024-08-20 15:41:05,2024-08-20 15:48:31,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
inceptionai/jais-family-256m-chat,2024-08-26 09:35:00,2025-02-18 07:46:34,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
pixologyds/xshriya,2024-08-17 12:22:51,2024-08-17 12:23:52,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
hon9kon9ize/CantoneseLLM-lihkg-story-cpt,2024-08-10 07:23:03,2024-08-10 15:37:16,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
KoichiYasuoka/roberta-small-belarusian-ud-goeswith,2024-08-09 00:23:33,2025-02-28 02:19:19,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
Vs2882/liar_binaryclassifier_distilbert_cased,2024-09-22 14:38:03,2024-10-10 05:57:07,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
GlastonburyGroup/UKBBLatent_Cardiac_20208_DiffAE3D_L128_S1994,2024-09-19 16:13:22,2024-11-06 19:46:58,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning latent representations', 'Deep belief networks']"
Shotaro30678/archive_emotion_predictor_for_emotion_chat_bot,2024-09-16 17:02:47,2024-09-17 09:21:22,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
John6666/use-your-illusion-hyper-v10-sdxl,2024-09-18 11:54:19,2024-09-18 11:58:32,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
Jovie/Edgerunners,2024-09-22 22:21:33,2024-09-22 22:53:33,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Appearance and texture representations']"
ahmedheakl/asm2asm-qwen2.5-1.5b-1k-float16-attn,2024-09-21 16:15:56,2024-09-21 16:23:32,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
jkazdan/collapse_gemma-2-2b_hs2_accumulate_iter7_sftsd0,2024-09-19 20:13:39,2024-09-19 20:16:15,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
abarrientosrivas/donut-demo,2024-09-25 13:24:38,2024-10-07 17:54:24,"['Computing methodologies', 'Artificial intelligence', 'Machine learning']"
mradermacher/Qwen2.5-7B-ThaiInstruct-GGUF,2024-09-24 19:47:11,2024-09-25 07:53:55,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
simran14/mr-val-k,2024-09-02 15:28:50,2024-09-02 17:10:16,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
dosorida/results,2024-09-10 01:04:44,2024-09-10 01:05:10,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
ndeclarke/wav2vec2-mms-1b-CV17.0-training_set_variations,2024-09-19 15:51:06,2024-10-21 03:24:45,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
mradermacher/Llama-3-8B-Stroganoff-4.0-Version-A-GGUF,2024-09-25 21:05:43,2025-02-19 13:06:09,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
markury/airplaneears-flux,2024-09-06 02:47:14,2024-09-06 09:06:23,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
mradermacher/Vakeel-8B-v1-GGUF,2024-09-13 16:39:32,2024-09-13 17:11:13,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
xleioo/Meta-Llama-3.1-8B-boby-0901_1320,2024-09-01 06:02:14,2024-09-01 06:04:25,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Structured outputs']"
aakarsh-nair/experiment-distill-tree-babylm2024-95M-seq-0,2024-09-16 22:45:54,2024-09-16 22:46:14,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
Jpep26/test_ver5,2024-09-20 07:26:54,2024-09-20 07:54:57,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
Agnuxo/Agente-Llama-3.1-Spanish_English_GGUF_q6_k,2024-09-19 17:49:28,2024-09-19 18:01:46,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
phunganhsang/XLMRoBERTa_Lexical_Dataset45K,2024-09-17 19:13:14,2024-09-17 19:13:53,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
GumihoNguyen/Llama_3_16_bit_finetune_summarization_question_anwsering,2024-09-05 12:29:44,2024-09-05 12:33:34,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
